ID1,HHID,QHCLUSTER,QHNUMBER,QHHOME,QH91,QH93,QH95,QH96,QH96A,QH96M,QH96AC,QH97D,QH97M,QH97A,QH99,QH101,QH103,QH106,QHVIOLEN
2021,      000100301,1,3,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      000100401,1,4,1,2,2,2, , , , , , , , ,1,2,2,1
2021,      000100801,1,8,1,2,2,2, , , , , , , , ,2,2,2,4
2021,      000101001,1,10,1, ,2,2, , , , , , , , ,2,2, ,4
2021,      000104201,1,42,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      000106201,1,62,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      000107001,1,70,1, ,2,2, , , , , , , , ,2,2,2,1
2021,      000203901,2,39,1, ,2,2, , , , , , , , ,2,2, ,1
2021,      000205401,2,54,1,2,2,2, , , , , , , , ,2,2,2,4
2021,      000205601,2,56,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      000205901,2,59,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      000206201,2,62,1, ,2,2, , , , , , , ,2,2,2, ,5
2021,      000207201,2,72,1, ,2,2, , , , , , , ,2,2,2, ,0
2021,      000207301,2,73,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      000207901,2,79,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      000300301,3,3,1,2,2,2, , , , , , , , ,2,2,2,1
2021,      000300601,3,6,1,2,2,2, , , , , , , ,2,2,2, ,2
2021,      000300801,3,8,1,2,2,2, , , , , , , , ,2,2,2,6
2021,      000304701,3,47,1,2,2,2, , , , , , , , ,1,2,2,2
2021,      000307101,3,71,1, ,2,2, , , , , , , , ,1,2, ,0
2021,      000310101,3,101,1, ,2,1,1,4,2,2, , , , ,2,2,2,1
2021,      000310201,3,102,1, ,2,2, , , , , , , , ,2,2, ,1
2021,      000401801,4,18,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      000403501,4,35,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      000403601,4,36,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      000403701,4,37,1,2,2,2, , , , , , , , ,2,2, ,4
2021,      000404801,4,48,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      000405401,4,54,1, ,2,2, , , , , , , ,2,2,2, ,0
2021,      000408401,4,84,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      000500101,5,1,1, ,2,2, , , , , , , ,2,2,2,2,3
2021,      000500301,5,3,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      000503501,5,35,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      000504601,5,46,1, ,2,2, , , , , , , , ,2,2,2,1
2021,      000506601,5,66,1, ,8,2, , , , , , , , ,2,2, ,2
2021,      000507301,5,73,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      000508001,5,80,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      000509201,5,92,1, ,2,2, , , , , , , ,2,2,2,2,4
2021,      000509701,5,97,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      000513201,5,132,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      000604001,6,40,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      000609301,6,93,1,2,2,2, , , , , , , , ,2,2, ,1
2021,      000611001,6,110,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      000611601,6,116,1,2,2,2, , , , , , , , ,2,2,2,1
2021,      000611701,6,117,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      000612201,6,122,1, ,2,2, , , , , , , , ,2,2,2,1
2021,      000612901,6,129,1,2,2,2, , , , , , , ,1,1,2, ,0
2021,      000613001,6,130,1,2,2,2, , , , , , , , ,1,2,2,3
2021,      000622801,6,228,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      000700301,7,3,1, ,2,2, , , , , , , , ,2,2,2,1
2021,      000701801,7,18,1,2,2,1,2,3,1,2, , , , ,1,2, ,6
2021,      000702201,7,22,1, ,2,1,2,3,0,2, , , , ,2,2,2,2
2021,      000704601,7,46,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      000706601,7,66,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      000707201,7,72,1, ,2,2, , , , , , , , ,1,2,2,1
2021,      000708601,7,86,1,2,2,2, , , , , , , , ,1,2,2,4
2021,      000708701,7,87,1,2,2,2, , , , , , , , ,2,2, ,1
2021,      000709801,7,98,1,2,2,2, , , , , , , , ,2,2, ,5
2021,      000710101,7,101,1,2,2,2, , , , , , , , ,2,2, ,1
2021,      000800701,8,7,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      000802801,8,28,1, ,2,2, , , , , , , ,2,2,2, ,0
2021,      000804901,8,49,1, ,2,1,2,4,0,2, , , , ,2,2,2,2
2021,      000805701,8,57,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      000805801,8,58,1,2,2,1,2,0,1,2, , , , ,1,2,2,2
2021,      000807101,8,71,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      000812301,8,123,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      000814401,8,144,1,2,2,2, , , , , , , , ,2,2, ,5
2021,      000816201,8,162,1, ,2,1,2,12,0,2, , , , ,1,2,2,2
2021,      000817801,8,178,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      000900201,9,2,1,2,2,2, , , , , , , ,2,2,2,2,3
2021,      000901101,9,11,1, ,2,1,2,1,1,2, , , , ,1,2,2,2
2021,      000902701,9,27,1, ,2,2, , , , , , , ,1,2,2, ,0
2021,      000903001,9,30,1, ,2,1,2,1,0,2, , , , ,1,2, ,2
2021,      000903301,9,33,1, ,2,1,1,11,0,2, , , , ,2,2, ,1
2021,      000907701,9,77,1,2,2,2, , , , , , , , ,1,2,2,2
2021,      000908601,9,86,1,2,2,1,1,4,0,2, , , , ,1,2, ,1
2021,      000908701,9,87,1,2,2,1,2,0,2,2, , , , ,1,2,2,2
2021,      000908801,9,88,1, ,2,1,1,0,3,2, , , , ,2,2, ,1
2021,      000911601,9,116,1,2,2,2, , , , , , , ,1,1,2, ,0
2021,      001000501,10,5,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      001001201,10,12,1,2,2,1,2,3,1,2, , , , ,2,2, ,2
2021,      001003101,10,31,1, ,2,1,2,7,3,2, , , ,1,2,2, ,2
2021,      001003401,10,34,1, ,2,1,2,1,3,2, , , , ,1,2,2,2
2021,      001004301,10,43,1,2,2,1,2,7,3,2, , , , ,1,2, ,2
2021,      001006001,10,60,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      001007301,10,73,1, ,2,2, , , , , , , , ,2,2,2,1
2021,      001008201,10,82,1, ,2,2, , , , , , , , ,2,2, ,1
2021,      001008501,10,85,1,2,2,1,2,0,4,2, , , , ,2,2,2,2
2021,      001008601,10,86,1, ,2,1,1,3,1,2, , , , ,2,2, ,0
2021,      001100301,11,3,1, ,2,2, , , , , , , , ,1,1,2,2
2021,      001101001,11,10,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      001102301,11,23,1,2,2,2, , , , , , , , ,1,2, ,2
2021,      001102901,11,29,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      001104301,11,43,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      001105801,11,58,1, ,2,2, , , , , , , , ,1,2,2,1
2021,      001106501,11,65,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      001108501,11,85,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      001109301,11,93,1,2,2,2, , , , , , , ,2,2,2,2,2
2021,      001110401,11,104,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      001200201,12,2,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      001202501,12,25,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      001206101,12,61,1,2,2,2, , , , , , , , ,1,1,2,3
2021,      001206401,12,64,1, ,2,1,2,0,2,2, , , , ,2,2,2,2
2021,      001207101,12,71,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      001209801,12,98,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      001209901,12,99,1,2,2,2, , , , , , , ,1,2,2, ,3
2021,      001210501,12,105,1,2,2,2, , , , , , , ,2,2,2, ,6
2021,      001211501,12,115,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      001212201,12,122,1, ,2,2, , , , , , , , ,2,1, ,0
2021,      001300401,13,4,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      001300801,13,8,1,2,2,1,1,5,0,2, , , , ,1,2,2,1
2021,      001306201,13,62,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      001307401,13,74,1,2,2,2, , , , , , , , ,1,2,2,4
2021,      001309701,13,97,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      001310501,13,105,1,2,2,2, , , , , , , , ,2,2, ,5
2021,      001311201,13,112,1, ,1,2, , , , , , , , ,1,2,2,2
2021,      001311601,13,116,1, ,2,2, , , , , , , , ,1,2,2,1
2021,      001401001,14,10,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      001401901,14,19,1,2,2,2, , , , , , , , ,2,2,2,3
2021,      001402901,14,29,1, ,2,2, , , , , , , ,2,2,2, ,0
2021,      001403201,14,32,1, ,2,1,2,7,3,2, , , , ,2,2,2,5
2021,      001403901,14,39,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      001405201,14,52,1, ,2,2, , , , , , , , ,2,2, ,3
2021,      001405501,14,55,1,2,2,2, , , , , , , , ,2,2,2,1
2021,      001405901,14,59,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      001406501,14,65,1,2,2,2, , , , , , , ,2,2,2, ,5
2021,      001407301,14,73,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      001500601,15,6,1,2,2,2, , , , , , , , ,2,2, ,3
2021,      001501301,15,13,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      001503601,15,36,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      001506501,15,65,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      001509801,15,98,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      001510001,15,100,1,2,2,2, , , , , , , , ,1,2,2,3
2021,      001514201,15,142,1,2,2,2, , , , , , , ,2,2,2, ,0
2021,      001600201,16,2,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      001601401,16,14,1,2,2,2, , , , , , , , ,1,2, ,7
2021,      001602401,16,24,1,2,2,2, , , , , , , , ,1,2,2,1
2021,      001602901,16,29,1,2,2,2, , , , , , , , ,1,2,1,1
2021,      001603601,16,36,1, ,2,1,2,4,2,2, , , , ,2,2, ,3
2021,      001604901,16,49,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      001606001,16,60,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      001607701,16,77,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      001608101,16,81,1, ,2,2, , , , , , , , ,2,2, ,1
2021,      001700501,17,5,1,2,2,2, , , , , , , , ,2,2, ,1
2021,      001702001,17,20,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      001702801,17,28,1, ,2,2, , , , , , , , ,2,2,2,1
2021,      001704201,17,42,1, ,2,2, , , , , , , ,1,2,2, ,0
2021,      001705101,17,51,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      001706701,17,67,1,2,2,2, , , , , , , , ,2,2, ,4
2021,      001710801,17,108,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      001711901,17,119,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      001714101,17,141,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      001715101,17,151,1,2,2,1,2,0,2,2, , , , ,2,2,2,2
2021,      001800901,18,9,1, , , , , , , , , , , , , ,2,2
2021,      001801101,18,11,1, , , , , , , , , , , , , ,2,2
2021,      001801501,18,15,1, , , , , , , , , , , , , ,2,1
2021,      001801601,18,16,1, , , , , , , , , , , , , , ,2
2021,      001802201,18,22,1, , , , , , , , , , , , , ,2,1
2021,      001804501,18,45,1, , , , , , , , , , , , , , ,2
2021,      001805601,18,56,1, , , , , , , , , , , , , ,2,2
2021,      001806301,18,63,1, , , , , , , , , , , , , , ,1
2021,      001807701,18,77,1, , , , , , , , , , , , , ,2,2
2021,      001810201,18,102,1, , , , , , , , , , , , , ,2,2
2021,      001901801,19,18,1,2,2,2, , , , , , , ,2,2,2, ,3
2021,      001902001,19,20,1, ,2,2, , , , , , , , ,2,2,2,5
2021,      001904501,19,45,1,2,2,2, , , , , , , , ,2,2, ,1
2021,      001906001,19,60,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      001907001,19,70,1, ,2,2, , , , , , , , ,1,2,2,2
2021,      001909001,19,90,1, ,2,2, , , , , , , , ,1,2,2,1
2021,      001910001,19,100,1,2,2,2, , , , , , , , ,2,2,2,4
2021,      001910301,19,103,1,2,2,2, , , , , , , , ,1,2, ,2
2021,      001912401,19,124,1, ,2,1,2,4,0,2, , , ,1,2,2, ,4
2021,      002000201,20,2,1,2,2,2, , , , , , , , ,2,2, ,4
2021,      002000601,20,6,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      002001601,20,16,1, ,2,2, , , , , , , ,2,2,2, ,0
2021,      002002801,20,28,1,2,2,1,2,0,2,2, , , , ,1,2,2,2
2021,      002003301,20,33,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      002003801,20,38,1,2,2,1,2,8,2,2, , , , ,2,2, ,5
2021,      002008201,20,82,1, ,2,2, , , , , , , , ,1,2,2,1
2021,      002010801,20,108,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      002014501,20,145,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      002014601,20,146,1,2,2,2, , , , , , , , ,2,2, ,1
2021,      002100701,21,7,1, ,2,2, , , , , , , , ,1,2,2,2
2021,      002102701,21,27,1, ,2,2, , , , , , , , ,2,2,2,0
2021,      002103301,21,33,1,2,2,1,2,0,3,2, , , , ,1,2,2,2
2021,      002103901,21,39,1,2,2,1,2,6,0,2, , , , ,1,2, ,3
2021,      002109201,21,92,1,2,2,1,2,5,0,2, , , , ,1,2, ,5
2021,      002109501,21,95,1, ,2,1,2,6,0,2, , , , ,2,2, ,2
2021,      002109801,21,98,1,2,2,2, , , , , , , ,1,1,1,2,4
2021,      002110601,21,106,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      002111201,21,112,1, ,2,2, , , , , , , , ,1,2, ,1
2021,      002201401,22,14,1, ,2,2, , , , , , , , ,2,2,1,2
2021,      002201501,22,15,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      002202501,22,25,1,2,2,2, , , , , , , ,1,2,2, ,2
2021,      002203401,22,34,1, ,2,1,2,4,2,2, , , , ,1,2, ,2
2021,      002204501,22,45,1,2,2,1,2,9,2,2, , , , ,1,2,2,2
2021,      002208001,22,80,1,2,2,1,2,1,4,2, , , , ,2,2,2,2
2021,      002208801,22,88,1,2,2,1,6,1,2,2, , , , ,1,2,2,6
2021,      002210701,22,107,1, ,2,2, , , , , , , , ,2,2, ,1
2021,      002211601,22,116,1, ,2,1,2,6,3,2, , , ,2,1,2,2,2
2021,      002213001,22,130,1,2,2,2, , , , , , , , ,1,2,2,2
2021,      002300801,23,8,1, , , , , , , , , , , , , ,2,1
2021,      002303301,23,33,1, , , , , , , , , , , , , , ,2
2021,      002305201,23,52,1, , , , , , , , , , , , , ,2,2
2021,      002305901,23,59,1, , , , , , , , , , , , , , ,0
2021,      002308101,23,81,1, , , , , , , , , , , , , , ,2
2021,      002311001,23,110,1, , , , , , , , , , , , , , ,2
2021,      002313001,23,130,1, , , , , , , , , , , , , ,2,2
2021,      002313801,23,138,1, , , , , , , , , , , , , ,2,7
2021,      002313901,23,139,1, , , , , , , , , , , , , ,2,2
2021,      002400301,24,3,1, ,2,1,2,1,0,2, , , , ,1,2,1,2
2021,      002401901,24,19,1,2,2,2, , , , , , , , ,2,2,2,1
2021,      002403201,24,32,1, ,2,2, , , , , , , ,1,2,2, ,0
2021,      002403501,24,35,1, ,2,1,2,2,0,2, , , , ,2,1, ,2
2021,      002405801,24,58,1,2,2,2, , , , , , , , ,1,2,2,2
2021,      002409801,24,98,1, ,2,1,1,3,0,2, , , , ,1,2, ,1
2021,      002412601,24,126,1,2,2,1,1,6,0,2, , , , ,1,2, ,1
2021,      002412801,24,128,1, ,2,1,2,3,0,2, , , , ,1,2,2,2
2021,      002413701,24,137,1,2,2,1,2,1,0,2, , , , ,1,2,2,2
2021,      002501501,25,15,1, ,2,1,2,5,3,2, , , , ,1,2,2,2
2021,      002501801,25,18,1, ,2,1,2,0,2,2, , , ,2,2,2,2,2
2021,      002502001,25,20,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      002505701,25,57,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      002506801,25,68,1,2,2,1,2,0,6,2, , , , ,2,2,2,2
2021,      002509201,25,92,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      002512701,25,127,1, ,2,2, , , , , , , ,2,1,2,2,3
2021,      002513801,25,138,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      002514101,25,141,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      002602201,26,22,1,2,2,1,2,4,0,2, , , , ,1,2,2,3
2021,      002602401,26,24,1,1,2,2, , , , , , , , ,1,2,2,5
2021,      002604001,26,40,1, ,2,2, , , , , , , , ,2,2,2,3
2021,      002607301,26,73,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      002608701,26,87,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      002609101,26,91,1, ,2,1,2,12,0,2, , , , ,1,2,2,2
2021,      002609301,26,93,1,2,2,1,2,4,0,2, , , ,2,2,2, ,3
2021,      002610601,26,106,1, ,2,2, , , , , , , , ,2,2, ,5
2021,      002611001,26,110,1, ,2,2, , , , , , , , ,2,2, ,1
2021,      002611901,26,119,1,2,2,1,1,0,4,2, , , , ,2,2,2,3
2021,      002701301,27,13,1, ,2,2, , , , , , , , ,1,2,2,3
2021,      002702101,27,21,1,2,2,2, , , , , , , , ,2,2,2,5
2021,      002704301,27,43,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      002705601,27,56,1, ,2,1,1,3,0,2, , , , ,2,2,2,1
2021,      002708001,27,80,1,2,2,1,4,1,7,2, , , , ,2,2,2,4
2021,      002709101,27,91,1,2,2,1,2,5,0,2, , , , ,1,2,2,2
2021,      002709201,27,92,1, ,2,2, , , , , , , ,2,2,2, ,2
2021,      002709801,27,98,1,2,2,2, , , , , , , ,2,2,2,2,4
2021,      002800401,28,4,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      002801201,28,12,1, ,2,2, , , , , , , , ,1,2,2,2
2021,      002801401,28,14,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      002801801,28,18,1, , ,2, , , , , , , , ,2,2, ,0
2021,      002802501,28,25,1,2,2,1,2,0,2,2, , , , ,2,2,2,2
2021,      002802801,28,28,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      002803201,28,32,1,2,2,1,2,0,4,2, , , , ,2,2,2,6
2021,      002803701,28,37,1, ,2,2, , , , , , , , ,2,2, ,1
2021,      002804201,28,42,1,2,2,2, , , , , , , , ,2,2, ,1
2021,      002804601,28,46,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      002900101,29,1,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      002900201,29,2,1,2,2,1,2,12,6,2, , , , ,2,2, ,3
2021,      002900301,29,3,1,2,2,1,2,1,0,2, , , , ,1,2,2,2
2021,      002900401,29,4,1,2,2,1,2,3,6,2, , , , ,1,2, ,2
2021,      002900501,29,5,1, ,2,1,2,10,0,2, , , , ,1,2,2,2
2021,      002909201,29,92,1,2,2,1,1,2,6,2, , , , ,1,2,2,4
2021,      002909301,29,93,1,2,2,1,1,5,0,2, , , , ,2,2, ,0
2021,      002909401,29,94,1, ,2,1,1,2,6,2, , , , ,1,2,2,2
2021,      002909601,29,96,1,2,2,2, , , , , , , , ,1,2, ,2
2021,      002910801,29,108,1, ,2,2, , , , , , , ,2,2,2, ,0
2021,      002910901,29,109,1, ,2,1,2,12,6,2, , , , ,2,2, ,2
2021,      002911001,29,110,1, ,2,1,2,8,4,2, , , , ,1,2,2,2
2021,      002911101,29,111,1,2,2,1,2,4,6,2, , , , ,1,2,2,2
2021,      002911201,29,112,1,2,2,1,1,4,0,2, , , , ,2,2,2,5
2021,      003001101,30,11,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      003001201,30,12,1,2,2,1,2,9,6,2, , , , ,2,2, ,6
2021,      003001301,30,13,1,2,2,2, , , , , , , ,1,2,2, ,3
2021,      003001401,30,14,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      003001501,30,15,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      003010501,30,105,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      003010601,30,106,1,2,2,2, , , , , , , ,2,1,2,2,2
2021,      003010701,30,107,1,2,2,1,2,3,0,2, , , , ,1,2, ,2
2021,      003010801,30,108,1, ,2,2, , , , , , , , ,2,2, ,1
2021,      003012801,30,128,1,2,2,1,1,11,6,2, , , , ,2,2,2,5
2021,      003012901,30,129,1, ,2,1,2,12,0,2, , , , ,2,2, ,3
2021,      003013001,30,130,1,2,2,2, , , , , , , , ,1,2,2,2
2021,      003013101,30,131,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      003013201,30,132,1,2,2,2, , , , , , , , ,1,2,2,2
2021,      003101601,31,16,1,2,2,1,2,3,6,2, , , , ,2,2, ,3
2021,      003101701,31,17,1,2,2,1,2,5,0,2, , , , ,2,2, ,0
2021,      003101801,31,18,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      003101901,31,19,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      003102001,31,20,1, ,2,2, , , , , , , , ,1,2,2,2
2021,      003105201,31,52,1, ,2,1,2,98,98,2, , , , ,1,2,2,4
2021,      003105501,31,55,1, ,2,1,2,1,6,2, , , ,1,2,2, ,0
2021,      003105601,31,56,1,2,2,1,2,0,6,2, , , , ,2,2,2,2
2021,      003119501,31,195,1, ,2,2, , , , , , , ,2,2,2, ,0
2021,      003119601,31,196,1,2,2,1,2,10,6,2, , , , ,2,2,1,4
2021,      003119701,31,197,1,2,2,1,2,2,0,2, , , , ,2,2, ,2
2021,      003207601,32,76,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      003207701,32,77,1, ,2,2, , , , , , , ,2,2,2, ,0
2021,      003207901,32,79,1, ,2,1,1,8,0,2, , , ,1,2,2, ,0
2021,      003208601,32,86,1,2,2,1,2,10,0,2, , , , ,2,2,2,2
2021,      003208701,32,87,1,2,2,2, , , , , , , , ,1,2, ,2
2021,      003208801,32,88,1, ,2,1,2,2,0,2, , , , ,1,2,2,2
2021,      003208901,32,89,1, ,2,1,2,5,0,2, , , , ,2,2, ,2
2021,      003209001,32,90,1,2,2,2, , , , , , , , ,1,2,2,2
2021,      003209101,32,91,1, ,2,1,2,10,0,2, , , , ,2,2, ,2
2021,      003209401,32,94,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      003302101,33,21,1, ,2,2, , , , , , , , ,2,2,2,1
2021,      003302201,33,22,1, ,2,2, , , , , , , , ,1,2,2,1
2021,      003302301,33,23,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      003302401,33,24,1,2,2,1,2,1,0,2, , , , ,1,2,2,2
2021,      003302501,33,25,1,2,2,2, , , , , , , ,2,2,2, ,3
2021,      003304601,33,46,1, ,2,1,1,8,0,2, , , , ,1,2, ,1
2021,      003304701,33,47,1, ,2,1,2,6,0,2, , , , ,1,2, ,2
2021,      003304801,33,48,1, ,2,1,1,6,0,2, , , , ,1,2,2,1
2021,      003304901,33,49,1, ,2,1,2,4,0,2, , , , ,1,2,2,2
2021,      003305001,33,50,1,2,2,2, , , , , , , , ,1,2,2,2
2021,      003314101,33,141,1, ,2,2, , , , , , , , ,1,2,2,1
2021,      003314201,33,142,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      003314301,33,143,1,2,2,1,1,13,0,2, , , , ,2,2, ,1
2021,      003314401,33,144,1,2,2,2, , , , , , , , ,2,2,2,4
2021,      003400101,34,1,1,2,2,1,4,0,2,2, , , , ,1,2, ,7
2021,      003400201,34,2,1,2,2,1,2,10,0,2, , , , ,1,2,2,4
2021,      003400301,34,3,1,2,2,1,2,1,0,2, , , , ,2,2,2,2
2021,      003400401,34,4,1, ,2,1,2,10,0,2, , , , ,1,2,2,2
2021,      003400501,34,5,1,2,2,1,2,10,0,2, , , , ,2,2, ,2
2021,      003405101,34,51,1, ,2,1,2,3,0,2, , , , ,1,2,2,2
2021,      003405201,34,52,1,2,2,1,2,6,0,2, , , , ,1,2,2,2
2021,      003405301,34,53,1,2,2,1,2,8,0,2, , , , ,2,2,2,2
2021,      003405401,34,54,1,2,2,1,1,2,0,2, , , ,1,2,2,2,4
2021,      003405501,34,55,1,2,2,1,1,0,2,2, , , , ,2,2,2,1
2021,      003409201,34,92,1,2,2,1,2,5,0,2, , , , ,2,2,2,4
2021,      003409301,34,93,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      003409401,34,94,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      003409501,34,95,1,2,2,2, , , , , , , , ,2,2,1,2
2021,      003409601,34,96,1,1,2,2, , , , , , , , ,2,2,2,2
2021,      003503601,35,36,1,2,2,1,2,4,0,2, , , , ,2,2,2,2
2021,      003503701,35,37,1, ,2,2, , , , , , , , ,2,2, ,3
2021,      003503801,35,38,1,2,2,1,2,5,0,2, , , , ,1,2,2,7
2021,      003503901,35,39,1, ,2,1,2,5,0,2, , , , ,1,2, ,2
2021,      003504001,35,40,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      003507901,35,79,1, ,2,1,2,2,0,2, , , , ,2,2,2,2
2021,      003508001,35,80,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      003508101,35,81,1,2,2,2, , , , , , , , ,1,2,2,2
2021,      003508201,35,82,1,2,2,2, , , , , , , , ,2,2, ,0
2021,      003508301,35,83,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      003517001,35,170,1, ,2,1,1,10,0,2, , , ,1,2,2, ,0
2021,      003517101,35,171,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      003517301,35,173,1, ,2,2, , , , , , , , ,2,2, ,0
2021,      003600601,36,6,1,2,2,1,2,0,3,2, , , , ,1,2,2,2
2021,      003600701,36,7,1, ,2,2, , , , , , , ,1,1,2,2,4
2021,      003600801,36,8,1,2,2,1,2,5,0,2, , , , ,1,2, ,2
2021,      003600901,36,9,1,2,2,2, , , , , , , , ,2,2, ,2
2021,      003601001,36,10,1,2,2,2, , , , , , , , ,2,2,2,2
2021,      003604501,36,45,1,2,2,1,2,1,4,2, , , , ,1,2,2,2
2021,      003604601,36,46,1, ,2,1,2,6,0,2, , , , ,1,2,2,2
2021,      003604701,36,47,1, ,2,2, , , , , , , ,2,2,2, ,0
2021,      003604801,36,48,1,2,2,1,2,3,0,2, , , , ,2,2, ,9
2021,      003604901,36,49,1, ,2,1,2,0,6,2, , , , ,1,2,2,2
2021,      003605901,36,59,1,2,2,1,1,5,0,2, , , , ,2,2, ,1
2021,      003606001,36,60,1, ,2,1,2,4,0,2, , , , ,1,2,2,2
2021,      003606101,36,61,1, ,2,2, , , , , , , , ,2,2,2,2
2021,      003606201,36,62,1,2,2,2, , , , , , , , ,2,2, ,3
2021,      003606301,36,63,1, ,2,1,2,4,0,2, , , , ,1,2, ,2
2021,      003702601,37,26,1,2,2,2, , , , , , , , ,2,2, ,3
2021,      003702801,37,28,1, ,2,2, , , , , , , , ,2,2, ,2
2021,      003702901,37,29,1,2,2,1,2,2,0,2, , , , ,1,2,2,2
2021,      003703001,37,30,1, ,2,2, , , , , , , , ,2,2, ,0
