ID1,HHID,HVIDX,QHCLUSTER,QHNUMBER,QHHOME,PS104_1A,PS104_1M,PS104_1S,PS5
2021,      135002101,2,1350,21,1,6,0,1,2
2021,      135002101,3,1350,21,1,0,6,1,3
2021,      135002101,4,1350,21,1,4,0,2,4
2021,      136904201,1,1369,42,1,1,0,1,1
2021,      136904201,2,1369,42,1,1,0,2,2
2021,      141103801,2,1411,38,1,0,2,2,1
2021,      144309501,1,1443,95,1,0,4,2,1
2021,      144801501,1,1448,15,1,5,1,2,1
2021,      144801502,1,1448,15,2,0,5,2,1
2021,      147210801,1,1472,108,1,3,0,2,1
2021,      148503001,2,1485,30,1,1,4,2,1
2021,      149800801,1,1498,8,1,5,4,1,1
2021,      149800801,2,1498,8,1,5,4,2,2
2021,      149804501,1,1498,45,1,5,3,2,1
2021,      149900801,1,1499,8,1,2,4,2,1
2021,      149901501,2,1499,15,1,1,4,2,1
2021,      149902701,1,1499,27,1,13,4,2,1
2021,      151005501,1,1510,55,1,1,0,1,1
2021,      151005501,2,1510,55,1,1,0,1,2
2021,      151005501,3,1510,55,1,1,0,1,3
2021,      151005501,4,1510,55,1,1,0,2,4
2021,      151010601,2,1510,106,1,1,1,2,1
2021,      152015801,1,1520,158,1,4,0,1,1
2021,      152015801,2,1520,158,1,4,0,1,2
2021,      152015801,3,1520,158,1,4,0,1,3
2021,      152015801,4,1520,158,1,0,3,2,4
2021,      152702501,2,1527,25,1,1,2,2,1
2021,      153409001,2,1534,90,1,3,1,2,1
2021,      153900301,2,1539,3,1,1,0,2,1
2021,      153912901,2,1539,129,1,15,0,2,1
2021,      154207301,1,1542,73,1,3,0,2,1
2021,      154415001,2,1544,150,1,10,0,2,1
2021,      154500301,2,1545,3,1,4,0,2,1
2021,      154505301,2,1545,53,1,1,0,2,1
2021,      154505401,2,1545,54,1,2,1,2,1
2021,      154604201,1,1546,42,1,3,0,1,1
2021,      154604201,2,1546,42,1,3,0,1,2
2021,      154604201,3,1546,42,1,3,0,1,3
2021,      154604201,4,1546,42,1,1,6,2,4
2021,      154608001,1,1546,80,1,0,6,1,1
2021,      154608001,2,1546,80,1,0,6,1,2
2021,      154608001,3,1546,80,1,0,6,1,3
2021,      154608001,4,1546,80,1,0,6,1,4
2021,      154608001,5,1546,80,1,0,6,1,5
2021,      154608001,6,1546,80,1,0,6,2,6
2021,      154705801,2,1547,58,1,2,0,2,1
2021,      155707001,2,1557,70,1,10,0,2,1
2021,      155901601,1,1559,16,1,5,0,1,1
2021,      155901601,2,1559,16,1,5,0,1,2
2021,      155901601,3,1559,16,1,5,0,1,3
2021,      155901601,4,1559,16,1,1,0,2,4
2021,      155912001,2,1559,120,1,2,0,2,1
2021,      156108701,2,1561,87,1,4,0,1,1
2021,      156108701,3,1561,87,1,4,0,1,2
2021,      156108701,4,1561,87,1,4,0,1,3
2021,      156108701,5,1561,87,1,1,0,1,4
2021,      156108701,6,1561,87,1,4,0,1,5
2021,      156108701,7,1561,87,1,4,0,2,6
2021,      156203501,1,1562,35,1,0,2,1,1
2021,      156203501,2,1562,35,1,0,2,1,2
2021,      156203501,3,1562,35,1,0,2,1,3
2021,      156203501,4,1562,35,1,0,2,1,4
2021,      156203501,5,1562,35,1,0,2,2,5
2021,      156204501,5,1562,45,1,0,5,2,1
2021,      156303201,2,1563,32,1,3,0,2,1
2021,      156309001,1,1563,90,1,3,0,1,1
2021,      156309001,2,1563,90,1,3,0,1,2
2021,      156309001,3,1563,90,1,3,0,1,3
2021,      156309001,4,1563,90,1,2,0,2,4
2021,      156502201,2,1565,22,1,0,6,2,1
2021,      156504001,2,1565,40,1,2,0,2,1
2021,      156602001,2,1566,20,1,1,0,2,1
2021,      156615301,2,1566,153,1,10,0,2,1
2021,      159004901,4,1590,49,1,1,2,2,1
2021,      161905801,2,1619,58,1,0,3,2,1
2021,      161906001,1,1619,60,1,0,2,2,1
2021,      162809401,2,1628,94,1,1,6,2,1
2021,      163402201,1,1634,22,1,1,0,2,1
2021,      163403001,1,1634,30,1,1,11,2,1
2021,      163404301,1,1634,43,1,0,6,2,1
2021,      163404401,2,1634,44,1,1,0,2,1
2021,      163901301,1,1639,13,1,2,0,2,1
2021,      164304801,2,1643,48,1,3,0,2,1
2021,      164305301,2,1643,53,1,0,6,2,1
2021,      164501601,2,1645,16,1,0,1,2,1
2021,      167405101,1,1674,51,1,0,11,2,1
2021,      167405301,2,1674,53,1,1,10,2,1
2021,      167505001,2,1675,50,1,0,1,2,1
2021,      167507401,6,1675,74,1,0,3,2,1
2021,      171702101,1,1717,21,1,4,0,2,1
2021,      171702301,2,1717,23,1,6,0,2,1
